First_Name,Last_Name,Age,School_Name,School_Address,School_ZipCode,Parents_Salary,Parents_Occupation,Weight,Size,Feet_size,Eye_color,Hair_color,Previous_year_grades,Current_year_grades
Judy,Browning,6,School F,Street F 123,12456,18410.669,Lawyer,32.8,124.6,40,Blue,Red,5.8,9.3
Randall,Garcia,12,School F,Street F 123,12456,45266.305,Doctor,79.6,171.1,42,Green,Red,3.5,7.8
Paul,Goodman,21,School E,Street E 202,56789,8122.855,Teacher,30.8,184.5,40,Brown,Red,8.2,5.3
Robert,Bell,12,School I,Street I 101,23654,25113.788,Doctor,45.6,136.7,39,Blue,Blonde,3.4,9.4
Nicole,Thomas,13,School L,Street L 101,45789,29795.408,Lawyer,68.3,139.1,41,Blue,Black,6.1,7.5
Jon,Smith,4,School H,Street H 789,67890,14051.769,Lawyer,62.0,158.2,36,Blue,Black,6.7,6.8
Andrew,Higgins,9,School D,Street D 101,45678,19717.507,Engineer,44.6,118.5,42,Brown,Black,6.5,6.3
Ryan,Simpson,12,School I,Street I 101,23654,12989.153,Lawyer,73.6,130.2,38,Blue,Blonde,7.2,4.6
Dana,Carpenter,7,School C,Street C 789,34567,7370.082,Teacher,75.1,126.1,37,Green,Red,5.1,7.6
Bradley,Montes,22,School A,Street A 123,12345,8456.345,Nurse,74.8,166.3,39,Brown,Blonde,3.2,7.0
Daniel,Cooper,1,School I,Street I 101,23654,22681.558,Doctor,66.2,123.1,38,Brown,Brown,8.2,4.7
Heather,Roberson,2,School B,Street B 456,23456,6918.072,Teacher,52.3,186.9,41,Green,Blonde,4.8,8.6
Arthur,Potts,26,School M,Street M 202,56779,578.46,Unemployed,73.0,180.0,34,Brown,Black,8.5,5.4
Nancy,Hunter,14,School K,Street K 789,34667,1536.127,Unemployed,68.6,136.4,36,Green,Blonde,7.2,9.8
Patricia,Rush,11,School D,Street D 101,45678,5885.592,Nurse,35.6,122.8,37,Brown,Brown,9.4,8.9
Lee,Parker,9,School A,Street A 123,12345,3326.782,Teacher,57.7,103.8,38,Brown,Red,4.5,7.1
John,Caldwell,2,School J,Street J 202,56789,10448.555,Lawyer,29.2,110.0,41,Blue,Black,6.4,8.2
Bradley,Martinez,10,School D,Street D 101,45678,11286.86,Teacher,31.6,159.1,39,Brown,Red,8.7,6.5
Jennifer,Perez,0,School D,Street D 101,45678,3911.954,Teacher,69.7,172.1,36,Brown,Blonde,9.5,2.8
Kathryn,Mercado,13,School G,Street G 456,12654,30168.01,Doctor,48.2,132.8,35,Blue,Red,8.4,3.8
Randy,Thomas,11,School H,Street H 789,67890,13772.292,Nurse,79.4,110.2,36,Green,Black,8.1,7.9
Amanda,Smith,7,School A,Street A 123,12345,11199.848,Teacher,43.0,131.4,34,Brown,Blonde,7.9,6.9
Karen,Lopez,18,School B,Street B 456,23456,11332.303,Nurse,52.3,123.5,39,Brown,Red,2.9,4.2
Kathleen,Stone,26,School F,Street F 123,12456,7391.301,Teacher,49.9,124.6,39,Blue,Brown,3.7,8.7
Karen,Underwood,24,School F,Street F 123,12456,8714.175,Teacher,31.5,154.6,37,Blue,Brown,5.7,2.9
George,Haynes,22,School F,Street F 123,12456,717.914,Unemployed,75.4,159.3,39,Brown,Red,3.2,2.4
Don,Jenkins,2,School L,Street L 101,45789,1473.495,Unemployed,26.8,192.0,39,Brown,Blonde,3.2,2.8
William,Williams,18,School D,Street D 101,45678,4050.134,Nurse,53.6,175.7,38,Brown,Red,4.6,3.5
Marcus,King,5,School G,Street G 456,12654,18928.367,Engineer,44.2,193.0,36,Green,Black,5.5,9.0
Carrie,Bailey,13,School H,Street H 789,67890,11408.419,Teacher,43.9,162.6,40,Blue,Brown,6.5,2.7
Gabriel,Cortez,5,School A,Street A 123,12345,30206.556,Lawyer,68.5,170.6,38,Green,Black,4.0,9.3
Dorothy,Dawson,20,School M,Street M 202,56779,18907.039,Engineer,26.9,113.5,35,Brown,Brown,2.8,5.3
Dalton,Berg,26,School M,Street M 202,56779,26770.595,Lawyer,30.6,195.2,39,Green,Red,9.6,5.4
Brandon,Clark,13,School F,Street F 123,12456,6878.445,Teacher,23.5,156.3,35,Green,Blonde,8.1,8.5
Francis,Beasley,25,School I,Street I 101,23654,1346.022,Unemployed,44.7,104.6,37,Brown,Red,6.9,2.1
Lynn,Little,9,School K,Street K 789,34667,1463.944,Unemployed,42.8,199.8,35,Green,Red,4.4,4.4
Daniel,Olsen,3,School J,Street J 202,56789,846.749,Unemployed,55.7,122.5,36,Blue,Black,3.0,2.9
Richard,Dawson,1,School G,Street G 456,12654,6474.333,Nurse,28.6,103.1,38,Blue,Blonde,4.6,3.6
Susan,Morrison,17,School K,Street K 789,34667,9165.972,Teacher,72.6,106.2,39,Green,Blonde,5.9,6.9
Adrienne,Henson,1,School G,Street G 456,12654,18845.291,Engineer,49.3,174.9,40,Blue,Blonde,7.4,6.2
Mark,Stout,20,School F,Street F 123,12456,593.604,Unemployed,62.2,182.6,36,Blue,Black,6.1,5.8
Donna,Burke,11,School K,Street K 789,34667,19168.886,Engineer,61.4,121.9,39,Green,Black,3.9,9.5
Miranda,Francis,25,School G,Street G 456,12654,18695.176,Engineer,38.3,194.6,39,Green,Black,9.2,6.6
Timothy,Bass,0,School K,Street K 789,34667,42088.721,Doctor,58.6,104.7,37,Blue,Black,3.2,6.3
Carlos,Vaughan,2,School F,Street F 123,12456,4880.405,Teacher,44.0,150.2,34,Green,Black,7.3,9.6
Robert,Johnson,22,School M,Street M 202,56779,8325.033,Teacher,42.6,181.8,35,Blue,Brown,3.7,4.4
Janice,Davis,16,School E,Street E 202,56789,6849.3,Nurse,43.1,121.9,36,Blue,Brown,6.9,10.0
Sylvia,Kaufman,16,School M,Street M 202,56779,11538.062,Lawyer,43.2,148.3,41,Brown,Blonde,6.2,3.6
Andrea,Werner,18,School B,Street B 456,23456,558.291,Unemployed,24.6,138.7,42,Brown,Red,4.5,5.7
Erik,Meyers,26,School J,Street J 202,56789,923.833,Unemployed,63.5,159.2,42,Brown,Blonde,8.9,8.9
Daniel,Bernard,20,School G,Street G 456,12654,20278.163,Lawyer,48.6,173.2,39,Green,Brown,4.5,2.7
Robert,Lara,24,School L,Street L 101,45789,32698.314,Lawyer,36.3,176.5,34,Blue,Brown,9.2,8.6
Christopher,Travis,8,School F,Street F 123,12456,7082.419,Engineer,32.9,103.3,42,Brown,Black,5.0,6.6
Cassandra,Phillips,5,School I,Street I 101,23654,10925.195,Nurse,39.0,190.7,38,Green,Red,2.0,5.0
Nicole,Morgan,6,School B,Street B 456,23456,9562.712,Nurse,32.3,123.4,39,Brown,Black,9.7,2.8
Lauren,Sanchez,1,School J,Street J 202,56789,1522.604,Unemployed,35.3,176.2,42,Green,Brown,4.5,7.3
Jesse,Vasquez,16,School E,Street E 202,56789,5770.676,Teacher,40.7,188.5,38,Green,Blonde,3.3,2.8
Anna,Gentry,3,School F,Street F 123,12456,933.974,Unemployed,29.1,185.0,41,Green,Black,3.8,4.0
Joshua,Jones,20,School B,Street B 456,23456,37704.724,Doctor,65.1,111.5,42,Brown,Blonde,9.9,5.0
Jonathan,Dominguez,5,School C,Street C 789,34567,357.066,Unemployed,70.4,158.1,34,Blue,Black,5.2,7.4
Elizabeth,Cooper,20,School J,Street J 202,56789,3809.197,Teacher,44.7,190.0,39,Blue,Blonde,8.2,8.0
Vicki,Williams,21,School K,Street K 789,34667,8602.494,Teacher,38.9,107.4,38,Green,Brown,5.9,4.5
Ashley,Collins,11,School G,Street G 456,12654,1245.925,Unemployed,27.6,158.7,42,Blue,Black,9.4,7.6
Melvin,Mckay,11,School H,Street H 789,67890,24711.306,Doctor,22.8,153.0,41,Brown,Blonde,2.5,9.2
Christian,Henry,5,School D,Street D 101,45678,650.393,Unemployed,79.7,135.1,37,Green,Brown,2.9,7.9
Sheila,Walker,3,School J,Street J 202,56789,12201.707,Nurse,78.5,169.4,40,Brown,Blonde,7.4,9.0
Jennifer,Summers,25,School E,Street E 202,56789,22978.77,Lawyer,60.9,129.3,37,Green,Brown,4.2,9.5
Joseph,White,7,School E,Street E 202,56789,10422.531,Engineer,32.0,158.9,40,Blue,Brown,8.9,5.5
David,Gallegos,15,School L,Street L 101,45789,5188.071,Nurse,42.8,157.9,40,Blue,Red,3.6,9.4
William,Flores,21,School L,Street L 101,45789,11684.895,Engineer,63.3,125.9,41,Green,Blonde,8.8,7.4
Keith,Short,9,School G,Street G 456,12654,5848.201,Nurse,79.1,157.9,40,Green,Red,4.8,2.8
Jeffrey,Scott,3,School F,Street F 123,12456,37203.539,Doctor,51.4,169.6,34,Brown,Black,5.9,5.3
William,Glass,4,School M,Street M 202,56779,7886.845,Nurse,75.9,143.7,35,Blue,Black,2.0,7.6
Ruben,Salazar,16,School D,Street D 101,45678,45482.849,Doctor,43.2,148.0,39,Blue,Blonde,6.7,9.0
James,Campos,2,School L,Street L 101,45789,17723.467,Engineer,40.3,148.2,35,Green,Blonde,8.4,6.2
Christopher,Chapman,9,School F,Street F 123,12456,34329.075,Lawyer,55.6,199.3,40,Blue,Blonde,7.8,9.0
Christopher,Lewis,19,School L,Street L 101,45789,34746.105,Lawyer,50.2,174.8,41,Green,Black,3.6,3.7
Kayla,Haney,11,School B,Street B 456,23456,13253.754,Nurse,54.9,130.4,40,Blue,Red,3.7,5.2
Patrick,Doyle,8,School A,Street A 123,12345,4631.409,Teacher,21.7,164.1,42,Blue,Brown,4.7,4.2
Karen,Rose,19,School B,Street B 456,23456,29971.822,Lawyer,33.9,164.7,42,Brown,Black,5.0,6.0
Adam,Williams,21,School M,Street M 202,56779,45110.111,Doctor,77.1,191.4,40,Green,Brown,9.5,3.5
Michael,Chan,0,School M,Street M 202,56779,300.747,Unemployed,60.0,121.6,36,Blue,Red,5.6,5.7
Linda,Johnson,8,School L,Street L 101,45789,6250.826,Nurse,46.2,149.8,35,Green,Red,9.8,4.2
Daniel,Reed,20,School E,Street E 202,56789,18391.547,Engineer,65.8,160.6,40,Green,Blonde,7.3,7.6
Morgan,Fitzpatrick,0,School B,Street B 456,23456,10136.9,Teacher,63.4,103.1,40,Brown,Black,4.4,2.6
Shelby,White,3,School H,Street H 789,67890,41497.823,Doctor,76.5,154.6,35,Blue,Red,2.3,2.2
Mark,Madden,26,School I,Street I 101,23654,28323.443,Lawyer,69.0,121.7,36,Green,Black,2.9,9.7
Terri,Torres,12,School M,Street M 202,56779,38887.0,Doctor,47.7,174.8,34,Brown,Black,6.0,2.6
David,Hernandez,13,School J,Street J 202,56789,22346.335,Lawyer,30.2,133.4,37,Blue,Red,3.7,8.2
Paul,Vincent,3,School J,Street J 202,56789,31589.723,Lawyer,20.5,150.6,40,Brown,Red,9.0,8.2
Kathryn,Moreno,5,School B,Street B 456,23456,7837.187,Engineer,69.0,160.4,41,Brown,Blonde,5.7,9.3
Donald,Rodriguez,0,School J,Street J 202,56789,9653.986,Teacher,49.9,112.4,42,Green,Red,8.8,8.7
Daniel,Dean,7,School F,Street F 123,12456,12178.148,Engineer,77.7,101.4,34,Blue,Blonde,7.8,8.1
John,Taylor,5,School M,Street M 202,56779,9655.678,Teacher,74.5,170.1,39,Blue,Brown,2.7,7.1
Peter,Herrera,7,School C,Street C 789,34567,11920.676,Teacher,68.5,174.7,36,Blue,Brown,2.4,9.1
Nicole,Evans,17,School E,Street E 202,56789,829.301,Unemployed,35.6,191.3,35,Brown,Blonde,2.0,5.0
Jennifer,Mann,2,School H,Street H 789,67890,24748.531,Lawyer,73.4,155.5,35,Blue,Brown,6.4,3.6
Blake,Crawford,14,School B,Street B 456,23456,14269.158,Engineer,72.2,110.3,38,Brown,Blonde,5.4,7.6
Marvin,Fields,16,School L,Street L 101,45789,28088.42,Doctor,43.2,155.7,39,Green,Blonde,5.6,3.4
Michael,Gonzalez,2,School B,Street B 456,23456,49542.645,Doctor,63.1,119.4,39,Green,Brown,6.8,8.6
David,Harris,2,School L,Street L 101,45789,13780.043,Nurse,51.9,124.8,38,Brown,Blonde,8.6,4.7
Tracy,Day,13,School G,Street G 456,12654,1095.13,Unemployed,42.8,154.1,37,Blue,Black,9.5,9.7
Sara,Kelley,12,School L,Street L 101,45789,638.122,Unemployed,66.1,192.0,41,Blue,Black,7.1,7.2
Lawrence,Coleman,6,School A,Street A 123,12345,17724.843,Doctor,29.7,176.9,37,Green,Brown,9.0,9.6
David,Shelton,25,School B,Street B 456,23456,25894.098,Lawyer,56.4,119.4,41,Brown,Black,4.8,5.5
Alicia,Evans,13,School I,Street I 101,23654,11399.093,Teacher,74.3,154.4,41,Green,Brown,4.3,2.1
Alicia,Rodriguez,18,School J,Street J 202,56789,4208.092,Teacher,76.7,109.8,36,Brown,Red,4.9,6.8
Anthony,Spears,0,School E,Street E 202,56789,13261.081,Engineer,49.4,124.9,35,Blue,Black,2.3,6.3
Jeffrey,Greer,22,School I,Street I 101,23654,34307.793,Doctor,28.7,197.2,40,Brown,Brown,6.5,2.2
Eric,Dixon,15,School H,Street H 789,67890,14092.795,Engineer,41.5,169.2,39,Brown,Blonde,4.9,5.5
Meredith,Martin,0,School A,Street A 123,12345,10508.718,Nurse,26.4,184.3,41,Brown,Brown,8.1,6.8
Elizabeth,Leon,13,School C,Street C 789,34567,43171.295,Doctor,42.5,120.0,42,Brown,Black,3.6,4.7
Jose,Caldwell,2,School C,Street C 789,34567,1422.27,Unemployed,24.4,163.2,39,Brown,Red,2.9,9.9
Collin,Hampton,6,School C,Street C 789,34567,12157.38,Nurse,37.5,132.5,34,Blue,Brown,5.4,9.1
Julie,Torres,10,School J,Street J 202,56789,19744.546,Doctor,79.1,180.4,42,Green,Brown,5.5,3.5
Amy,Mccoy,20,School E,Street E 202,56789,5839.338,Teacher,28.3,155.5,38,Blue,Brown,8.3,2.9
James,Johnson,17,School B,Street B 456,23456,8756.967,Teacher,37.7,102.0,34,Brown,Red,6.9,9.9
Audrey,Miller,26,School M,Street M 202,56779,1323.584,Unemployed,61.6,133.3,34,Blue,Red,3.4,3.4
Karen,Perkins,1,School M,Street M 202,56779,20257.042,Doctor,64.0,150.1,39,Brown,Red,6.4,8.9
Gregory,Johnson,17,School G,Street G 456,12654,34036.17,Lawyer,51.8,170.5,40,Blue,Brown,9.7,8.7
Jackson,Hayes,0,School J,Street J 202,56789,843.129,Unemployed,78.8,170.5,42,Brown,Brown,6.2,4.3
Emily,Johnson,23,School G,Street G 456,12654,10998.668,Teacher,42.0,106.5,38,Green,Black,5.6,3.8
Alexis,Bates,12,School F,Street F 123,12456,24270.687,Doctor,50.8,103.3,37,Blue,Black,7.7,4.4
Nicholas,Nash,21,School C,Street C 789,34567,11211.666,Nurse,36.4,172.9,41,Brown,Blonde,8.7,4.7
Deborah,Delacruz,22,School J,Street J 202,56789,10475.477,Lawyer,44.4,140.9,36,Blue,Brown,7.6,9.7
Laurie,Webb,7,School I,Street I 101,23654,11442.098,Lawyer,20.7,156.9,39,Brown,Red,5.4,6.8
Amber,Torres,11,School A,Street A 123,12345,6877.273,Nurse,62.4,111.0,38,Brown,Blonde,9.3,9.7
Corey,Gutierrez,24,School A,Street A 123,12345,28422.503,Doctor,25.2,198.3,36,Green,Brown,7.0,9.6
Chase,Beck,3,School A,Street A 123,12345,28284.252,Lawyer,21.2,140.8,37,Green,Brown,9.8,2.9
Samuel,Smith,0,School E,Street E 202,56789,7268.005,Teacher,73.9,137.4,36,Brown,Brown,2.8,6.6
Daniel,Parker,10,School H,Street H 789,67890,12354.604,Nurse,21.1,170.8,39,Brown,Red,8.9,7.5
Sean,Chavez,17,School I,Street I 101,23654,24568.368,Lawyer,37.7,170.9,40,Blue,Red,8.7,2.0
Rachael,Heath,6,School J,Street J 202,56789,523.179,Unemployed,24.4,153.0,38,Blue,Blonde,8.8,9.6
Brett,Warner,22,School M,Street M 202,56779,29070.522,Lawyer,32.7,171.9,34,Blue,Brown,4.3,2.3
Margaret,Rocha,21,School A,Street A 123,12345,10718.497,Nurse,20.9,150.8,40,Blue,Black,6.6,2.5
David,Pace,25,School L,Street L 101,45789,8461.955,Teacher,68.4,150.0,42,Blue,Blonde,8.9,2.7
Tammy,Griffin,12,School C,Street C 789,34567,12183.955,Engineer,30.0,147.1,42,Brown,Blonde,3.4,7.0
Felicia,Horne,14,School B,Street B 456,23456,8697.73,Teacher,74.0,188.6,42,Blue,Black,5.6,3.1
Felicia,Russell,22,School K,Street K 789,34667,17095.308,Engineer,79.8,177.4,37,Green,Blonde,2.7,8.9
Dennis,Zhang,15,School D,Street D 101,45678,1008.063,Unemployed,20.3,190.3,37,Green,Blonde,2.6,4.3
Lance,Perkins,23,School J,Street J 202,56789,424.369,Unemployed,34.4,115.8,40,Brown,Black,4.7,5.7
Michael,Lyons,18,School L,Street L 101,45789,34986.783,Doctor,69.7,135.6,42,Green,Black,8.8,2.6
Erik,Wilson,11,School L,Street L 101,45789,1377.353,Unemployed,64.1,148.9,35,Blue,Blonde,7.7,5.3
Rick,Hicks,17,School I,Street I 101,23654,351.977,Unemployed,73.5,123.5,41,Green,Black,8.1,2.9
Shawn,Cline,16,School J,Street J 202,56789,3964.289,Teacher,67.9,185.2,40,Blue,Blonde,8.0,9.2
Elizabeth,Zimmerman,8,School J,Street J 202,56789,15283.334,Engineer,64.6,131.4,34,Green,Blonde,4.4,2.6
Michael,Brown,4,School D,Street D 101,45678,16601.038,Lawyer,71.0,114.5,38,Brown,Brown,4.3,8.1
Karen,Stephens,22,School D,Street D 101,45678,11535.611,Teacher,44.3,159.0,40,Green,Blonde,5.0,8.6
Larry,Short,19,School A,Street A 123,12345,888.59,Unemployed,24.1,175.5,39,Green,Blonde,6.2,9.5
Kathryn,Davis,9,School F,Street F 123,12456,13385.403,Nurse,44.0,104.8,41,Green,Brown,2.2,6.8
Karen,Carey,10,School F,Street F 123,12456,9558.245,Engineer,43.0,180.9,41,Blue,Brown,2.8,8.5
David,Myers,17,School E,Street E 202,56789,39518.202,Doctor,38.5,149.9,42,Brown,Blonde,5.7,5.3
Emily,Flores,14,School J,Street J 202,56789,8400.534,Nurse,50.8,116.7,37,Green,Red,3.2,8.5
William,Roach,11,School G,Street G 456,12654,44871.078,Doctor,62.3,125.4,37,Green,Blonde,8.1,7.9
Jason,Brown,18,School B,Street B 456,23456,9589.096,Nurse,75.2,194.3,37,Green,Black,7.9,6.5
Isaiah,Nguyen,6,School G,Street G 456,12654,797.729,Unemployed,75.6,132.0,37,Green,Brown,8.6,7.9
William,Morris,10,School K,Street K 789,34667,40612.563,Doctor,59.0,134.1,34,Brown,Black,8.1,5.5
Matthew,Smith,5,School C,Street C 789,34567,33722.951,Lawyer,29.6,193.4,37,Brown,Red,2.2,5.2
Jacob,Ryan,5,School K,Street K 789,34667,6873.031,Engineer,24.9,132.9,39,Blue,Black,5.1,4.3
Andrea,Ferguson,2,School I,Street I 101,23654,47305.018,Doctor,28.8,105.3,41,Brown,Brown,8.9,6.1
Angela,Atkinson,0,School J,Street J 202,56789,30262.469,Doctor,35.5,177.0,35,Brown,Blonde,7.4,2.7
Sophia,Fuentes,6,School E,Street E 202,56789,14696.263,Lawyer,46.6,117.8,35,Brown,Black,3.1,7.4
Elizabeth,Jones,21,School L,Street L 101,45789,10851.323,Teacher,72.7,180.9,41,Brown,Red,4.3,5.6
Amy,Nash,21,School J,Street J 202,56789,21138.172,Lawyer,57.2,118.1,38,Blue,Red,8.5,6.4
Thomas,Hernandez,15,School M,Street M 202,56779,7306.984,Nurse,47.4,103.5,41,Brown,Black,8.1,3.9
Catherine,Kirby,1,School F,Street F 123,12456,15161.966,Doctor,42.5,162.1,37,Brown,Brown,6.0,8.9
Courtney,Hill,12,School F,Street F 123,12456,28843.859,Doctor,38.6,119.3,36,Brown,Blonde,9.7,5.1
Aaron,Bennett,5,School K,Street K 789,34667,36922.512,Doctor,27.4,139.7,42,Blue,Red,6.2,3.5
Charles,Johnson,19,School M,Street M 202,56779,1466.381,Unemployed,43.3,186.3,35,Brown,Red,3.6,8.7
George,Phillips,3,School A,Street A 123,12345,5432.04,Nurse,73.4,159.8,39,Green,Red,5.1,4.5
Denise,Morrison,0,School K,Street K 789,34667,39345.346,Doctor,79.5,176.0,37,Blue,Brown,4.1,5.5
Rachel,Johnston,5,School F,Street F 123,12456,16188.818,Engineer,78.7,184.8,36,Brown,Brown,7.5,2.1
Samantha,Shaw,26,School D,Street D 101,45678,22092.1,Lawyer,21.4,108.9,34,Brown,Red,7.5,8.6
Kimberly,Vargas,2,School K,Street K 789,34667,36066.911,Doctor,63.5,149.0,34,Blue,Black,6.7,6.3
Richard,Foster,15,School D,Street D 101,45678,4835.751,Teacher,61.4,186.3,42,Brown,Brown,6.9,4.6
John,Johnson,1,School C,Street C 789,34567,28930.294,Lawyer,33.8,111.7,39,Green,Red,6.4,6.5
Scott,Walker,16,School M,Street M 202,56779,7301.15,Nurse,32.9,132.1,35,Blue,Brown,6.7,8.7
Brian,Choi,19,School F,Street F 123,12456,1515.042,Unemployed,36.3,113.7,42,Green,Black,5.8,7.8
Steven,Wilson,16,School G,Street G 456,12654,22616.532,Lawyer,60.1,154.8,34,Brown,Red,2.5,2.4
Holly,Sanders,0,School I,Street I 101,23654,19678.614,Lawyer,45.0,197.7,37,Brown,Black,3.5,4.7
Henry,Martin,15,School J,Street J 202,56789,6484.955,Teacher,58.7,107.9,35,Brown,Brown,7.2,9.9
Andrea,Clark,14,School G,Street G 456,12654,23450.313,Lawyer,54.3,149.3,38,Green,Red,8.0,9.4
Sarah,Hill,21,School B,Street B 456,23456,7561.233,Teacher,73.4,125.0,35,Blue,Blonde,3.6,5.1
Ellen,Vargas,8,School L,Street L 101,45789,7015.37,Nurse,74.5,146.3,41,Brown,Blonde,6.7,8.7
Hannah,Williams,1,School M,Street M 202,56779,10696.218,Engineer,46.6,130.2,39,Brown,Brown,8.0,2.5
Katherine,Herman,9,School M,Street M 202,56779,12036.602,Engineer,42.0,188.8,42,Brown,Red,6.0,9.4
Renee,Frank,16,School D,Street D 101,45678,40363.236,Doctor,27.9,164.6,35,Green,Black,2.5,4.6
Jonathan,Kline,1,School M,Street M 202,56779,29594.646,Doctor,45.2,178.7,34,Brown,Black,6.9,4.4
Andrew,Ortiz,4,School L,Street L 101,45789,8740.866,Nurse,42.3,179.0,36,Blue,Black,9.8,5.8
Robert,Johnson,13,School K,Street K 789,34667,31532.543,Lawyer,47.8,135.5,41,Green,Red,3.3,9.6
Sabrina,Ryan,8,School F,Street F 123,12456,7637.099,Nurse,40.4,126.7,36,Green,Red,8.1,2.3
Joseph,Gonzalez,10,School M,Street M 202,56779,22879.545,Lawyer,22.7,189.3,35,Brown,Blonde,2.3,8.0
Ronald,Blake,19,School F,Street F 123,12456,18199.939,Engineer,53.4,149.7,41,Brown,Brown,2.4,7.6
Stephanie,Rollins,21,School D,Street D 101,45678,26816.094,Doctor,42.2,131.7,37,Green,Brown,2.7,2.3
James,Anderson,8,School A,Street A 123,12345,4982.08,Nurse,41.7,158.5,38,Blue,Brown,5.4,4.1
Jillian,Berry,26,School G,Street G 456,12654,29966.718,Lawyer,43.6,143.9,42,Brown,Black,8.5,7.9
Mary,Barnes,16,School M,Street M 202,56779,45838.962,Doctor,36.6,156.6,40,Brown,Brown,6.2,9.6
Crystal,Hogan,25,School A,Street A 123,12345,26661.812,Doctor,63.0,134.0,39,Brown,Brown,3.1,8.4
Philip,Harris,20,School I,Street I 101,23654,8909.439,Teacher,42.4,177.4,36,Blue,Blonde,3.7,5.8
Sherry,Barnes,26,School B,Street B 456,23456,20977.809,Lawyer,74.6,146.5,39,Blue,Brown,5.1,7.1
Todd,Andrade,16,School J,Street J 202,56789,31817.349,Lawyer,48.5,134.4,37,Blue,Blonde,3.0,8.9
Lauren,Arias,9,School J,Street J 202,56789,6639.626,Nurse,78.9,149.6,41,Brown,Brown,9.7,9.0
Timothy,Brooks,0,School I,Street I 101,23654,20452.496,Lawyer,22.0,198.8,42,Green,Blonde,5.7,5.0
Andrea,Santos,11,School H,Street H 789,67890,17117.303,Lawyer,28.8,167.2,41,Green,Brown,3.3,9.2
Ariel,Cook,23,School I,Street I 101,23654,12913.522,Nurse,33.3,191.4,41,Green,Black,4.9,8.7
Danielle,Velez,10,School L,Street L 101,45789,10619.766,Engineer,29.6,189.9,38,Blue,Red,5.3,8.9
Melissa,Dean,17,School H,Street H 789,67890,9177.823,Teacher,59.8,198.8,39,Blue,Blonde,6.9,7.6
Arthur,Hicks,6,School M,Street M 202,56779,17270.414,Engineer,49.2,145.9,41,Brown,Brown,6.9,2.8
Joseph,Farrell,26,School K,Street K 789,34667,24590.307,Doctor,77.3,159.7,35,Blue,Blonde,5.7,8.4
George,Hernandez,20,School K,Street K 789,34667,16276.778,Lawyer,52.5,189.0,36,Green,Red,2.4,5.4
Spencer,Sharp,9,School A,Street A 123,12345,39171.187,Doctor,50.4,151.7,35,Green,Brown,4.3,5.7
Maureen,Johnston,11,School J,Street J 202,56789,31436.584,Lawyer,51.5,137.2,36,Brown,Black,9.7,6.0
Robin,Anderson,7,School H,Street H 789,67890,4417.122,Teacher,38.8,157.5,35,Blue,Red,7.1,8.8
Nicole,Stewart,23,School D,Street D 101,45678,11440.586,Engineer,50.5,182.8,39,Brown,Red,5.1,9.8
Tony,Wilson,8,School D,Street D 101,45678,18778.751,Engineer,22.7,145.7,37,Green,Brown,2.8,4.9
Jessica,Combs,20,School I,Street I 101,23654,1268.559,Unemployed,78.1,183.8,41,Green,Blonde,5.0,2.4
Nicholas,Berry,12,School B,Street B 456,23456,26460.727,Lawyer,67.0,177.4,39,Brown,Black,8.5,2.4
David,Branch,24,School L,Street L 101,45789,8298.366,Teacher,69.8,183.2,41,Blue,Black,7.4,9.8
Peggy,Hobbs,10,School H,Street H 789,67890,4858.624,Teacher,41.9,173.7,35,Blue,Red,5.9,9.9
William,Sullivan,9,School I,Street I 101,23654,11161.265,Teacher,49.0,101.4,37,Blue,Black,7.7,2.5
Leslie,Williams,11,School L,Street L 101,45789,48104.061,Doctor,28.1,148.5,38,Brown,Blonde,8.0,9.5
Kimberly,Newman,24,School J,Street J 202,56789,4195.712,Nurse,36.5,177.7,37,Brown,Brown,2.1,6.8
Nicholas,Harris,21,School D,Street D 101,45678,5062.0,Nurse,70.1,142.6,34,Green,Red,2.0,9.9
Megan,Reyes,25,School K,Street K 789,34667,12259.03,Engineer,79.5,111.3,35,Green,Red,5.3,5.8
Adam,Patterson,16,School B,Street B 456,23456,13041.395,Lawyer,62.9,125.1,39,Brown,Red,8.8,3.3
Mia,Blanchard,12,School E,Street E 202,56789,7935.147,Nurse,51.5,148.0,36,Brown,Blonde,4.8,6.9
Matthew,Poole,8,School I,Street I 101,23654,6373.546,Nurse,56.3,162.3,38,Blue,Blonde,8.8,3.4
Jill,Ibarra,14,School E,Street E 202,56789,47927.176,Doctor,66.2,102.3,42,Blue,Brown,7.0,6.2
Nancy,Carter,7,School I,Street I 101,23654,19950.554,Engineer,48.1,125.7,34,Blue,Black,9.9,2.2
Devin,Spears,25,School A,Street A 123,12345,5778.704,Engineer,31.7,194.8,34,Green,Red,9.7,6.7
Sandra,Smith,21,School J,Street J 202,56789,4513.196,Nurse,42.2,109.8,40,Green,Red,6.6,6.8
Thomas,Hernandez,24,School G,Street G 456,12654,12966.387,Nurse,29.4,128.7,42,Green,Blonde,5.0,4.3
Donald,Thompson,4,School L,Street L 101,45789,43621.628,Doctor,56.0,153.6,37,Brown,Blonde,3.2,4.6
Michael,Butler,16,School G,Street G 456,12654,9207.624,Teacher,38.3,133.6,36,Brown,Black,9.0,7.8
Amanda,Hubbard,15,School E,Street E 202,56789,25648.946,Doctor,26.1,143.1,39,Green,Brown,8.5,3.2
Jillian,Kelly,20,School F,Street F 123,12456,780.432,Unemployed,61.3,108.3,39,Blue,Red,2.7,7.8
