First_Name,Last_Name,Age,School_Name,School_Address,School_ZipCode,Parents_Salary,Parents_Occupation,Weight,Size,Feet_size,Eye_color,Hair_color,Previous_year_grades,Current_year_grades
Charles,Rodriguez,14,School B,Street B 456,23456,10070.964,Engineer,31.6,115.9,40,Green,Blonde,6.9,2.9
Eric,Murray,18,School B,Street B 456,23456,42274.327,Doctor,36.9,143.4,36,Green,Red,8.0,2.2
Lisa,Fisher,20,School I,Street I 101,23654,29654.276,Doctor,61.0,120.7,36,Green,Red,2.3,7.6
Daniel,Wright,20,School K,Street K 789,34667,10620.793,Nurse,29.0,157.9,36,Blue,Black,3.5,2.1
Carlos,Lopez,20,School A,Street A 123,12345,15192.347,Doctor,41.7,121.8,36,Green,Brown,6.4,9.9
Nicole,Murray,1,School H,Street H 789,67890,9674.798,Nurse,43.5,178.6,37,Blue,Red,7.5,4.8
Leslie,Brown,19,School D,Street D 101,45678,1349.082,Unemployed,62.4,148.8,42,Brown,Blonde,4.5,7.5
Sara,Black,23,School D,Street D 101,45678,3802.159,Teacher,36.0,114.9,36,Brown,Red,4.4,8.9
Dawn,Wolf,18,School B,Street B 456,23456,21575.475,Doctor,29.4,179.2,39,Brown,Red,7.8,9.0
Amanda,Green,17,School C,Street C 789,34567,27081.541,Lawyer,20.0,113.4,34,Blue,Red,4.0,6.3
Bradley,Roman,20,School M,Street M 202,56779,43230.772,Doctor,50.7,144.6,35,Blue,Brown,9.2,6.7
Michele,Nguyen,7,School C,Street C 789,34567,17205.042,Engineer,58.4,177.4,41,Blue,Brown,9.8,8.2
Robert,Mack,9,School F,Street F 123,12456,21919.361,Lawyer,62.5,162.4,34,Green,Red,4.4,10.0
Edward,Thomas,26,School H,Street H 789,67890,19067.175,Lawyer,56.9,164.8,42,Brown,Black,3.5,6.1
Eric,Gregory,26,School G,Street G 456,12654,14149.782,Engineer,54.6,125.6,36,Brown,Brown,9.9,5.8
Tiffany,Conner,5,School J,Street J 202,56789,38387.57,Doctor,54.4,190.8,40,Blue,Black,7.6,5.1
Melissa,Garcia,22,School K,Street K 789,34667,26470.567,Doctor,40.1,190.0,39,Blue,Blonde,7.1,5.8
Bradley,Phillips,15,School A,Street A 123,12345,15104.271,Engineer,34.0,102.9,36,Brown,Red,7.5,7.5
Danny,Dixon,17,School C,Street C 789,34567,10718.658,Teacher,78.2,155.1,42,Green,Blonde,9.6,3.1
Gregory,Cooper,7,School D,Street D 101,45678,22107.308,Doctor,21.4,126.1,40,Blue,Black,7.8,5.4
Rachel,Jackson,2,School G,Street G 456,12654,9893.417,Nurse,74.8,125.9,37,Green,Brown,8.7,3.1
David,Oconnor,4,School H,Street H 789,67890,11188.278,Teacher,74.5,152.7,41,Green,Brown,9.9,5.5
Jose,Hancock,21,School M,Street M 202,56779,36220.172,Doctor,41.8,192.9,41,Brown,Brown,8.3,6.7
Anthony,King,20,School G,Street G 456,12654,3364.314,Teacher,32.8,198.7,39,Blue,Black,7.7,5.6
James,Moore,19,School M,Street M 202,56779,3000.645,Teacher,30.0,101.5,37,Blue,Blonde,9.2,4.7
Tiffany,Woods,20,School K,Street K 789,34667,23778.376,Lawyer,55.0,148.0,42,Brown,Blonde,2.7,7.3
Michael,Herrera,26,School B,Street B 456,23456,1539.044,Unemployed,36.0,164.6,37,Blue,Blonde,6.8,3.2
Gene,Andrade,19,School L,Street L 101,45789,28736.55,Lawyer,26.2,163.3,36,Brown,Black,6.6,4.5
Eric,Rios,1,School L,Street L 101,45789,3397.643,Teacher,28.6,114.6,36,Blue,Red,2.1,8.2
Raymond,Bell,24,School J,Street J 202,56789,15367.681,Engineer,30.4,120.7,35,Brown,Red,8.4,6.9
Charles,Cooper,19,School J,Street J 202,56789,16865.489,Engineer,50.4,169.7,38,Brown,Blonde,8.6,8.7
Danielle,Bonilla,9,School F,Street F 123,12456,39273.937,Doctor,48.2,167.4,34,Brown,Red,2.6,4.0
Brian,Jackson,7,School L,Street L 101,45789,19903.288,Lawyer,29.9,133.6,39,Brown,Brown,3.6,4.9
James,Camacho,9,School D,Street D 101,45678,13743.167,Nurse,47.4,139.5,37,Green,Brown,8.0,7.0
Sarah,Kerr,26,School H,Street H 789,67890,11927.213,Lawyer,64.1,176.0,39,Brown,Brown,2.3,4.7
Caroline,Brooks,2,School C,Street C 789,34567,1303.975,Unemployed,78.1,187.0,40,Green,Red,5.3,6.7
Brandi,Sellers,24,School K,Street K 789,34667,11464.026,Nurse,59.9,100.4,39,Blue,Red,4.0,9.4
Emily,Henry,10,School B,Street B 456,23456,13894.419,Nurse,55.7,177.9,37,Brown,Brown,3.3,4.6
David,Butler,5,School I,Street I 101,23654,9611.185,Engineer,67.7,122.9,36,Green,Red,2.9,7.4
Steven,Bishop,21,School G,Street G 456,12654,19646.172,Lawyer,37.9,140.0,34,Brown,Brown,3.7,9.0
Anne,Dougherty,18,School K,Street K 789,34667,606.782,Unemployed,35.4,140.6,36,Green,Brown,8.5,5.4
Katherine,Johnson,19,School A,Street A 123,12345,10858.724,Teacher,21.8,122.5,39,Brown,Red,9.4,5.5
Amy,Bates,11,School A,Street A 123,12345,1298.269,Unemployed,53.8,179.7,34,Brown,Brown,3.4,9.3
Christine,Russell,11,School B,Street B 456,23456,1226.421,Unemployed,51.0,166.8,39,Blue,Red,5.5,2.7
Nicole,Pennington,10,School D,Street D 101,45678,924.722,Unemployed,40.5,102.1,34,Green,Red,5.3,4.1
Mary,Gonzalez,15,School J,Street J 202,56789,27561.374,Doctor,20.8,157.1,42,Blue,Black,3.4,5.2
Jason,Townsend,0,School J,Street J 202,56789,9710.054,Teacher,65.5,131.2,38,Green,Red,5.1,6.2
Edward,Fields,5,School L,Street L 101,45789,18912.34,Engineer,30.6,198.8,35,Green,Brown,8.1,7.8
James,Hall,11,School K,Street K 789,34667,12075.583,Engineer,33.3,146.3,42,Blue,Red,7.7,6.1
Benjamin,Hodges,7,School L,Street L 101,45789,902.578,Unemployed,76.4,173.8,34,Green,Red,5.9,5.9
Sean,Young,3,School F,Street F 123,12456,32771.985,Lawyer,69.6,183.2,42,Brown,Blonde,6.0,2.9
Emily,Santiago,17,School A,Street A 123,12345,1508.614,Unemployed,55.4,126.2,40,Blue,Blonde,3.2,9.6
Nicole,Cooper,25,School L,Street L 101,45789,23232.808,Doctor,66.7,145.8,40,Brown,Brown,7.3,4.7
Nathan,Hahn,18,School K,Street K 789,34667,1376.107,Unemployed,20.5,103.7,38,Brown,Brown,7.7,3.5
Jason,Olson,5,School E,Street E 202,56789,24972.482,Doctor,26.3,141.9,34,Brown,Brown,5.1,8.8
John,Grimes,18,School H,Street H 789,67890,1433.721,Unemployed,78.6,178.2,38,Green,Blonde,3.7,3.3
Alisha,Wall,18,School B,Street B 456,23456,22750.349,Doctor,35.5,148.1,39,Blue,Blonde,8.9,2.3
Alexander,Miller,13,School M,Street M 202,56779,10097.762,Engineer,76.4,123.4,35,Blue,Black,6.5,7.4
Tonya,Thompson,24,School A,Street A 123,12345,29168.018,Doctor,66.9,150.8,40,Green,Blonde,4.3,6.6
Timothy,Carey,10,School H,Street H 789,67890,764.221,Unemployed,79.1,107.7,41,Brown,Brown,2.4,4.8
William,Sanders,8,School A,Street A 123,12345,8075.802,Teacher,60.6,132.5,38,Blue,Red,2.3,3.1
Heather,Miller,9,School G,Street G 456,12654,13166.482,Nurse,29.7,110.7,37,Blue,Brown,2.9,9.2
Angela,Bennett,24,School H,Street H 789,67890,24850.655,Lawyer,57.1,168.9,42,Blue,Blonde,4.4,5.6
Brandy,Durham,11,School E,Street E 202,56789,11670.087,Teacher,66.5,120.1,38,Green,Brown,9.1,2.9
Sean,Stephenson,16,School F,Street F 123,12456,32213.577,Lawyer,58.5,162.3,42,Brown,Black,2.6,5.6
Bruce,Morgan,2,School M,Street M 202,56779,18376.701,Engineer,69.9,192.1,42,Brown,Brown,3.5,4.0
Kimberly,Potter,13,School B,Street B 456,23456,19463.413,Lawyer,75.7,157.9,37,Green,Red,2.1,9.0
Michelle,Moran,12,School L,Street L 101,45789,21746.276,Lawyer,52.6,137.9,36,Brown,Blonde,7.3,5.5
Rachel,Walker,14,School C,Street C 789,34567,7704.755,Engineer,62.2,117.0,39,Blue,Blonde,2.2,9.1
Brandon,Lopez,25,School H,Street H 789,67890,48967.223,Doctor,34.1,124.0,39,Brown,Blonde,5.9,6.2
Jacob,Tran,21,School G,Street G 456,12654,10740.127,Nurse,51.8,158.3,35,Brown,Blonde,8.4,9.8
Melanie,Cole,18,School I,Street I 101,23654,7075.86,Teacher,21.8,124.0,38,Brown,Red,7.2,7.1
Bradley,Stokes,17,School K,Street K 789,34667,7079.587,Teacher,25.3,137.6,42,Green,Brown,9.0,8.7
Anthony,Gallagher,25,School E,Street E 202,56789,14033.014,Engineer,35.8,141.0,34,Blue,Black,6.0,5.3
Richard,Kelly,5,School I,Street I 101,23654,8915.617,Teacher,49.1,198.4,34,Green,Black,6.3,8.0
Dwayne,Graham,24,School B,Street B 456,23456,11679.377,Teacher,42.8,143.3,38,Green,Brown,2.2,6.9
Holly,Thomas,7,School D,Street D 101,45678,539.362,Unemployed,67.4,183.9,37,Green,Brown,3.8,9.8
Nicole,James,22,School A,Street A 123,12345,19865.195,Lawyer,59.7,153.1,40,Blue,Blonde,8.3,4.1
Stephanie,Alexander,1,School L,Street L 101,45789,16987.64,Engineer,65.2,106.8,36,Brown,Blonde,6.8,7.7
Jessica,Murray,25,School D,Street D 101,45678,45977.702,Doctor,50.3,190.7,35,Blue,Black,5.1,7.7
Sharon,Boyd,18,School E,Street E 202,56789,9507.38,Teacher,27.6,147.5,42,Brown,Brown,7.9,9.2
Michael,Wolfe,23,School J,Street J 202,56789,15113.186,Engineer,27.7,185.7,40,Brown,Black,6.9,6.0
Christopher,Johnson,17,School B,Street B 456,23456,33190.823,Lawyer,68.0,143.9,37,Brown,Black,4.0,3.2
Kenneth,Barr,19,School K,Street K 789,34667,6589.28,Engineer,41.7,102.5,36,Brown,Brown,5.4,4.1
Tammy,Harrington,25,School A,Street A 123,12345,1404.965,Unemployed,35.9,185.9,40,Brown,Brown,7.5,5.9
Brian,Cervantes,21,School K,Street K 789,34667,33138.199,Lawyer,63.1,186.7,39,Brown,Blonde,3.3,5.2
Debra,King,13,School H,Street H 789,67890,6553.793,Nurse,20.3,144.4,39,Green,Brown,6.6,4.2
Patricia,Carlson,0,School K,Street K 789,34667,5332.994,Teacher,78.6,193.6,39,Green,Red,5.4,9.1
Erin,Gentry,10,School B,Street B 456,23456,18084.948,Engineer,80.0,160.7,42,Blue,Black,6.1,7.0
Christopher,Li,12,School E,Street E 202,56789,38943.492,Doctor,47.9,127.3,39,Green,Red,7.7,10.0
Elizabeth,Reed,16,School H,Street H 789,67890,923.429,Unemployed,45.3,187.9,36,Brown,Blonde,8.2,5.2
Paul,Morales,17,School D,Street D 101,45678,42464.106,Doctor,31.2,181.2,39,Green,Brown,8.6,8.9
Alexis,Avila,22,School J,Street J 202,56789,5573.876,Nurse,49.4,127.7,42,Brown,Black,2.3,2.4
Brittany,Martinez,15,School I,Street I 101,23654,10098.354,Engineer,34.3,107.2,41,Green,Brown,3.4,5.7
Eric,Booker,15,School J,Street J 202,56789,629.195,Unemployed,44.9,105.7,35,Blue,Brown,9.3,5.3
Christopher,Sexton,8,School M,Street M 202,56779,804.277,Unemployed,74.4,170.0,42,Brown,Red,5.0,2.9
Laura,Pena,25,School H,Street H 789,67890,26774.561,Doctor,54.9,175.7,34,Brown,Black,5.9,8.1
Bryan,Perez,18,School M,Street M 202,56779,9258.508,Engineer,68.5,174.5,37,Green,Black,3.7,6.8
Jesus,Beck,23,School B,Street B 456,23456,39965.425,Doctor,34.3,170.1,34,Brown,Blonde,8.0,3.7
Carly,Mullins,19,School L,Street L 101,45789,445.131,Unemployed,29.8,148.0,35,Blue,Black,3.7,6.1
Laura,Jensen,21,School K,Street K 789,34667,22633.286,Lawyer,70.4,170.7,41,Blue,Brown,4.1,4.6
Justin,Mata,1,School F,Street F 123,12456,17869.344,Engineer,69.6,151.8,39,Blue,Blonde,6.3,9.6
Erika,Ford,26,School K,Street K 789,34667,6943.456,Engineer,51.9,166.3,36,Blue,Blonde,3.8,8.9
Cody,Myers,16,School M,Street M 202,56779,30281.424,Doctor,55.2,108.9,38,Brown,Red,5.5,3.3
Philip,Patel,26,School D,Street D 101,45678,5628.838,Engineer,48.8,121.5,36,Green,Blonde,6.7,5.6
Natalie,Henry,9,School I,Street I 101,23654,1365.144,Unemployed,64.5,101.7,34,Brown,Blonde,9.7,7.4
Frederick,Wagner,17,School F,Street F 123,12456,16053.864,Engineer,38.7,184.2,34,Green,Black,4.6,7.5
Maria,Moore,13,School D,Street D 101,45678,19903.02,Engineer,54.9,137.5,41,Blue,Red,8.6,6.6
Larry,Mack,18,School M,Street M 202,56779,360.149,Unemployed,52.6,197.6,38,Blue,Red,5.7,5.6
Joseph,Rangel,18,School J,Street J 202,56789,9888.446,Teacher,76.3,106.8,41,Brown,Blonde,9.8,9.0
Stephanie,Simmons,4,School H,Street H 789,67890,11212.917,Engineer,25.1,166.6,34,Green,Black,4.0,9.4
Nicole,Lutz,13,School G,Street G 456,12654,1259.219,Unemployed,23.7,155.3,37,Green,Brown,5.3,4.5
Matthew,Thomas,20,School G,Street G 456,12654,15665.071,Engineer,53.0,119.1,35,Green,Black,9.2,9.9
Jonathan,Taylor,10,School B,Street B 456,23456,5155.389,Teacher,63.1,180.3,39,Green,Black,6.4,9.6
Willie,Cox,17,School J,Street J 202,56789,1221.852,Unemployed,68.4,122.0,38,Brown,Red,5.0,3.1
Timothy,Smith,15,School K,Street K 789,34667,1035.307,Unemployed,21.5,152.3,39,Blue,Black,4.5,5.3
Rick,Reynolds,7,School A,Street A 123,12345,4698.161,Teacher,52.6,170.2,34,Blue,Brown,7.8,2.3
Charles,Brown,10,School F,Street F 123,12456,10785.832,Engineer,60.1,137.2,36,Green,Blonde,9.6,9.8
Vanessa,Douglas,13,School D,Street D 101,45678,25253.212,Lawyer,75.3,118.0,35,Brown,Blonde,3.8,2.7
Miguel,Marshall,23,School F,Street F 123,12456,1548.715,Unemployed,22.7,156.2,40,Brown,Brown,5.3,8.4
Albert,Hardin,8,School K,Street K 789,34667,13871.853,Lawyer,25.0,188.1,35,Green,Black,6.2,8.6
Douglas,Cannon,12,School G,Street G 456,12654,3852.764,Teacher,54.2,132.5,36,Brown,Brown,9.7,8.8
Lisa,Mccormick,12,School D,Street D 101,45678,5917.02,Nurse,44.0,152.1,41,Blue,Blonde,8.2,10.0
Ashley,Gomez,17,School L,Street L 101,45789,1378.481,Unemployed,63.7,155.2,37,Blue,Red,6.1,9.4
Kenneth,Hall,1,School G,Street G 456,12654,47482.295,Doctor,62.3,178.1,37,Green,Blonde,2.3,5.4
Emily,Moreno,22,School J,Street J 202,56789,1425.652,Unemployed,38.5,188.0,40,Brown,Blonde,3.6,4.8
Kenneth,Coleman,19,School A,Street A 123,12345,7041.378,Nurse,36.1,179.4,42,Green,Red,8.5,7.4
Lauren,Carter,1,School F,Street F 123,12456,11753.975,Teacher,75.8,143.0,39,Brown,Red,7.2,2.4
John,Hansen,17,School I,Street I 101,23654,48454.824,Doctor,53.4,187.8,36,Brown,Black,3.3,6.8
Maria,Haynes,6,School E,Street E 202,56789,10251.89,Engineer,39.6,147.8,38,Green,Red,5.9,9.9
Jeffrey,Smith,7,School F,Street F 123,12456,6515.95,Teacher,28.6,139.9,37,Green,Brown,3.6,5.8
Roger,Smith,3,School G,Street G 456,12654,1332.748,Unemployed,73.8,186.8,34,Brown,Red,5.0,3.2
Emily,Walters,19,School C,Street C 789,34567,45285.579,Doctor,32.8,115.9,40,Brown,Brown,3.1,3.2
Ashley,Tucker,24,School H,Street H 789,67890,48192.019,Doctor,65.0,111.4,36,Brown,Blonde,4.6,3.2
Jacqueline,Washington,9,School E,Street E 202,56789,1333.841,Unemployed,32.6,188.5,40,Blue,Brown,8.9,2.1
Jonathan,Smith,23,School M,Street M 202,56779,17470.446,Lawyer,53.2,149.7,39,Green,Blonde,6.5,3.8
Larry,Benjamin,17,School K,Street K 789,34667,10167.185,Engineer,21.3,163.9,36,Green,Brown,6.3,9.9
Andrea,Romero,3,School I,Street I 101,23654,6874.441,Nurse,49.5,174.3,39,Blue,Red,2.4,6.3
Rebecca,Camacho,2,School I,Street I 101,23654,9198.795,Teacher,20.1,124.0,35,Brown,Black,2.4,5.2
Ryan,Bennett,13,School F,Street F 123,12456,31866.109,Doctor,25.5,124.3,38,Blue,Brown,2.9,8.1
Elizabeth,James,13,School J,Street J 202,56789,38478.431,Doctor,47.9,135.1,39,Brown,Red,6.4,5.4
Courtney,Alexander,25,School L,Street L 101,45789,4424.105,Nurse,25.3,133.1,41,Green,Blonde,5.2,5.8
Kelly,Rivera,20,School J,Street J 202,56789,8465.319,Engineer,47.8,106.4,36,Green,Black,6.2,6.5
Pamela,Thornton,24,School K,Street K 789,34667,23059.53,Doctor,64.5,198.1,40,Green,Brown,3.5,3.3
Brian,Hart,16,School A,Street A 123,12345,7052.436,Teacher,60.7,177.6,38,Green,Brown,8.9,4.5
Pamela,Murphy,1,School F,Street F 123,12456,967.196,Unemployed,40.6,177.1,34,Green,Black,9.2,2.1
Ruth,Moore,17,School J,Street J 202,56789,4863.393,Teacher,53.2,199.7,40,Green,Brown,8.0,5.5
Danielle,Jenkins,14,School G,Street G 456,12654,936.658,Unemployed,24.1,195.0,39,Blue,Brown,8.4,9.7
Brad,Preston,26,School D,Street D 101,45678,5373.14,Nurse,36.2,141.3,35,Brown,Brown,4.4,2.7
Frank,Ross,21,School I,Street I 101,23654,5541.582,Nurse,58.8,129.0,41,Green,Blonde,3.0,3.4
James,Perez,2,School M,Street M 202,56779,1263.931,Unemployed,36.1,150.1,39,Blue,Brown,7.4,8.5
Zachary,Garcia,7,School D,Street D 101,45678,468.598,Unemployed,23.8,121.0,39,Brown,Brown,2.9,3.6
Michael,Armstrong,4,School H,Street H 789,67890,12892.73,Nurse,22.3,170.9,34,Brown,Red,3.1,8.6
Sarah,Davis,7,School H,Street H 789,67890,18513.093,Engineer,47.6,121.1,35,Green,Brown,7.5,4.6
John,Clark,1,School D,Street D 101,45678,12110.663,Engineer,73.3,118.7,36,Green,Blonde,8.3,6.8
Benjamin,Petersen,1,School C,Street C 789,34567,41708.215,Doctor,40.3,189.1,41,Brown,Black,7.5,7.9
Justin,Davis,18,School L,Street L 101,45789,509.094,Unemployed,54.3,120.4,36,Blue,Red,5.1,8.1
Erin,Wright,1,School J,Street J 202,56789,43042.712,Doctor,74.5,112.2,34,Blue,Brown,5.8,2.7
Shawn,Roberts,3,School F,Street F 123,12456,10530.951,Teacher,46.0,166.6,40,Brown,Black,9.9,5.0
Brittany,Cherry,21,School F,Street F 123,12456,1061.482,Unemployed,30.8,168.7,38,Brown,Blonde,8.8,9.8
Jeffrey,Reed,13,School C,Street C 789,34567,32017.256,Lawyer,27.8,105.2,40,Blue,Blonde,3.0,7.9
Vickie,Jordan,13,School M,Street M 202,56779,23130.649,Lawyer,79.2,132.3,41,Blue,Black,5.5,6.2
Albert,Mayer,18,School J,Street J 202,56789,6560.358,Teacher,24.7,134.1,38,Blue,Blonde,4.8,9.9
Gary,Osborne,26,School J,Street J 202,56789,13904.754,Engineer,64.8,172.3,36,Brown,Blonde,2.8,6.7
Judith,Smith,5,School F,Street F 123,12456,337.664,Unemployed,34.7,142.7,34,Green,Blonde,9.8,4.4
Michelle,Boyd,22,School K,Street K 789,34667,1057.21,Unemployed,28.1,174.4,35,Green,Blonde,7.6,4.4
Debra,Jones,26,School D,Street D 101,45678,9705.167,Nurse,42.2,105.1,40,Brown,Red,6.9,4.0
Anne,Cook,5,School G,Street G 456,12654,12710.577,Engineer,79.7,139.8,39,Brown,Black,5.4,4.6
Justin,Tucker,11,School D,Street D 101,45678,14506.353,Engineer,39.3,186.3,38,Brown,Red,6.8,3.6
Katelyn,Garcia,5,School F,Street F 123,12456,10788.265,Teacher,69.8,150.3,34,Blue,Brown,5.0,4.7
Audrey,Gibson,0,School I,Street I 101,23654,17014.611,Doctor,30.5,115.3,37,Green,Brown,7.1,9.1
Amy,Wheeler,24,School A,Street A 123,12345,904.3,Unemployed,20.6,141.6,38,Brown,Red,5.1,6.5
Marie,Cooper,13,School E,Street E 202,56789,33513.851,Lawyer,60.3,110.3,35,Green,Black,3.2,6.7
Danielle,Rogers,3,School J,Street J 202,56789,7117.345,Nurse,74.1,154.7,41,Brown,Blonde,4.4,2.8
Ashley,Jones,15,School E,Street E 202,56789,1146.074,Unemployed,68.0,153.2,38,Green,Red,3.4,4.7
Sherry,Blevins,20,School G,Street G 456,12654,7599.376,Teacher,69.8,134.4,36,Blue,Brown,3.3,4.4
Regina,Peterson,17,School B,Street B 456,23456,31828.12,Doctor,78.0,188.5,34,Blue,Brown,3.5,3.2
Dawn,Richardson,20,School M,Street M 202,56779,10290.789,Teacher,55.3,153.3,41,Green,Black,3.4,6.6
Joseph,Mccormick,13,School H,Street H 789,67890,9881.802,Teacher,39.6,196.0,38,Blue,Brown,6.9,3.0
Brian,Williams,6,School F,Street F 123,12456,8085.204,Teacher,46.9,111.7,35,Brown,Black,9.2,7.5
Patrick,Mcclain,6,School C,Street C 789,34567,23633.578,Doctor,26.6,182.6,37,Blue,Blonde,7.7,8.4
Brian,Williams,25,School J,Street J 202,56789,19314.525,Doctor,54.5,113.1,41,Blue,Black,8.2,5.4
Troy,Smith,2,School C,Street C 789,34567,16543.514,Doctor,77.9,151.5,34,Brown,Brown,7.7,6.4
Jacob,Rogers,0,School I,Street I 101,23654,9389.46,Teacher,31.0,146.5,40,Brown,Red,7.4,6.9
Michael,Walker,4,School G,Street G 456,12654,25597.0,Doctor,40.1,193.6,34,Green,Black,7.1,8.7
Trevor,Green,2,School A,Street A 123,12345,45518.038,Doctor,30.7,195.5,35,Blue,Red,8.4,7.6
Gregory,Parker,2,School K,Street K 789,34667,665.471,Unemployed,59.9,177.3,39,Green,Brown,9.5,8.7
Kristen,Turner,18,School K,Street K 789,34667,6473.359,Nurse,44.0,140.1,35,Brown,Red,5.9,5.8
Mary,Delgado,19,School C,Street C 789,34567,32301.728,Lawyer,79.8,185.2,42,Green,Blonde,5.6,4.1
Victoria,Little,26,School G,Street G 456,12654,48509.999,Doctor,32.3,166.5,41,Brown,Black,7.4,2.1
Gloria,Davis,0,School M,Street M 202,56779,7961.958,Nurse,77.8,124.8,36,Green,Brown,4.4,6.4
Brenda,Morris,14,School J,Street J 202,56789,13609.377,Engineer,58.3,103.4,39,Blue,Brown,2.8,10.0
Andrew,Campbell,15,School E,Street E 202,56789,9934.914,Teacher,78.8,105.9,41,Brown,Red,6.3,7.7
Kelly,Perry,7,School K,Street K 789,34667,1454.071,Unemployed,73.9,151.3,42,Blue,Black,6.8,8.5
Mark,Davis,26,School H,Street H 789,67890,1536.218,Unemployed,57.5,196.6,39,Blue,Blonde,7.2,8.9
Lori,Harper,5,School A,Street A 123,12345,35948.102,Doctor,35.9,142.5,37,Blue,Red,3.3,8.2
Mark,West,17,School G,Street G 456,12654,11873.789,Nurse,36.6,127.4,38,Blue,Blonde,9.7,5.8
Charles,Simpson,8,School B,Street B 456,23456,670.374,Unemployed,54.3,138.8,35,Green,Brown,5.5,6.2
Suzanne,Huffman,2,School K,Street K 789,34667,9896.687,Nurse,34.5,130.9,42,Blue,Red,3.1,6.2
Stephen,Elliott,15,School J,Street J 202,56789,499.243,Unemployed,24.5,151.9,34,Blue,Black,7.1,4.3
Danielle,Ward,14,School G,Street G 456,12654,11408.024,Nurse,68.4,159.6,36,Brown,Red,7.7,9.3
John,Lowe,0,School C,Street C 789,34567,10886.749,Engineer,67.7,103.0,40,Green,Red,6.0,6.8
Lauren,Martinez,1,School A,Street A 123,12345,1375.552,Unemployed,45.6,164.3,37,Blue,Brown,3.2,8.4
Melanie,Camacho,7,School F,Street F 123,12456,18794.009,Lawyer,38.5,132.4,36,Blue,Black,7.2,3.7
Amber,Mack,15,School B,Street B 456,23456,1059.275,Unemployed,51.8,158.3,34,Brown,Black,5.3,9.6
Theresa,Leonard,17,School K,Street K 789,34667,1166.126,Unemployed,43.0,124.5,38,Blue,Red,3.8,8.0
Michelle,Myers,9,School K,Street K 789,34667,37189.62,Doctor,62.3,183.9,42,Brown,Red,4.6,6.0
John,Rivera,23,School F,Street F 123,12456,10470.858,Nurse,49.6,116.0,37,Brown,Brown,2.9,9.1
Kayla,Perez,10,School B,Street B 456,23456,3148.456,Teacher,21.8,196.5,36,Green,Brown,4.2,4.8
Erika,Steele,22,School A,Street A 123,12345,5735.165,Nurse,50.5,105.8,41,Green,Brown,6.5,2.9
David,Griffin,6,School M,Street M 202,56779,7341.8,Teacher,73.0,157.3,42,Brown,Brown,9.2,4.1
Kenneth,Wiggins,11,School A,Street A 123,12345,3377.484,Teacher,79.5,119.4,35,Blue,Red,4.6,5.5
Cory,Smith,19,School M,Street M 202,56779,8310.352,Nurse,53.4,129.5,41,Blue,Red,8.7,6.2
Jessica,Patrick,4,School F,Street F 123,12456,8222.006,Engineer,64.7,172.8,37,Green,Red,8.8,7.1
Annette,Harrison,13,School I,Street I 101,23654,18205.967,Engineer,21.6,109.0,37,Blue,Red,8.0,2.8
Karen,Obrien,20,School B,Street B 456,23456,12340.721,Engineer,57.1,111.3,34,Blue,Blonde,9.9,3.7
Kimberly,Williams,19,School K,Street K 789,34667,7830.773,Nurse,47.7,192.4,40,Brown,Red,7.9,5.2
Nicole,Castro,18,School G,Street G 456,12654,22870.604,Lawyer,55.5,123.9,38,Brown,Blonde,8.7,2.4
Brian,Smith,14,School H,Street H 789,67890,10616.531,Teacher,40.3,174.3,35,Green,Red,4.9,3.5
Alexis,Kelly,25,School E,Street E 202,56789,3870.651,Teacher,46.0,109.0,40,Blue,Red,7.6,9.0
George,Nguyen,9,School K,Street K 789,34667,12348.563,Engineer,27.7,163.9,34,Blue,Blonde,8.9,5.6
Brittany,Lee,15,School M,Street M 202,56779,33582.895,Lawyer,22.3,117.1,39,Green,Red,7.3,7.0
Kevin,Wood,23,School B,Street B 456,23456,24251.879,Doctor,44.9,174.9,42,Blue,Brown,2.1,4.0
Steven,Cortez,20,School L,Street L 101,45789,478.782,Unemployed,46.0,119.5,35,Green,Blonde,8.5,3.2
Christopher,Aguirre,1,School I,Street I 101,23654,12931.939,Nurse,55.1,122.9,34,Brown,Brown,7.6,6.9
Jennifer,Tucker,4,School I,Street I 101,23654,11367.734,Nurse,40.5,128.9,34,Blue,Brown,5.8,9.2
Dana,Hughes,15,School G,Street G 456,12654,7811.94,Nurse,48.4,114.6,40,Blue,Blonde,3.1,2.8
Leah,Perez,18,School D,Street D 101,45678,18468.284,Engineer,58.4,138.4,35,Blue,Red,6.8,9.8
Jessica,Michael,10,School M,Street M 202,56779,4348.918,Teacher,20.3,195.0,36,Brown,Brown,4.3,9.9
Cory,Flores,6,School A,Street A 123,12345,7337.782,Nurse,66.5,172.9,39,Green,Brown,9.9,5.3
Jason,Wilson,23,School E,Street E 202,56789,12290.953,Engineer,59.9,125.5,38,Brown,Black,10.0,7.5
Robert,Mcdonald,19,School B,Street B 456,23456,28729.009,Doctor,30.7,124.8,36,Blue,Black,7.5,7.8
Carl,Hart,5,School B,Street B 456,23456,4144.337,Teacher,57.6,121.3,35,Green,Brown,8.6,7.4
David,Miller,4,School J,Street J 202,56789,29185.201,Lawyer,49.9,188.6,39,Brown,Red,9.9,7.9
Johnny,Jordan,12,School J,Street J 202,56789,11738.764,Lawyer,46.1,173.1,34,Brown,Brown,3.4,4.0
Frederick,Odonnell,4,School D,Street D 101,45678,6262.651,Nurse,35.3,162.3,39,Green,Red,6.7,5.4
